iter	MultiClass
229	0.1018768482
230	0.1018629174
231	0.1018280399
232	0.1017874147
233	0.1017152474
234	0.1016586805
235	0.1016325934
236	0.1016139122
237	0.1015552714
238	0.1014642402
239	0.1014401211
240	0.1013914943
241	0.1013641823
242	0.1013062234
243	0.1012830668
244	0.1012505745
245	0.1012162813
246	0.1011665348
247	0.1011342348
248	0.1010907671
249	0.100991573
250	0.1009625512
251	0.1009406934
252	0.1009190803
253	0.1008361983
254	0.1008154699
255	0.1007813448
256	0.1007524484
257	0.100710905
258	0.1006427323
259	0.1005705081
260	0.1005402728
261	0.100521607
262	0.1004445158
263	0.1004185759
264	0.1003526013
265	0.1003037889
266	0.1002551702
267	0.1002020266
268	0.1001824204
269	0.1001111487
270	0.1000595056
271	0.1000272611
272	0.1000020363
273	0.09991439321
274	0.09987143893
275	0.09982043693
276	0.09977217359
277	0.09965908201
278	0.09954765439
279	0.09952681018
280	0.09945040255
281	0.09943119786
282	0.0993641341
283	0.09928930755
284	0.09925343115
285	0.09922924431
286	0.09915227931
287	0.09913187429
288	0.0991038599
289	0.09909017868
290	0.09905921627
291	0.09902713909
292	0.09898897018
293	0.09895492591
294	0.09893318983
295	0.09891050176
296	0.09888841709
297	0.09887470609
298	0.09883546507
299	0.09877927599
300	0.09874398074
301	0.09870401879
302	0.09867583984
303	0.09863968087
304	0.09862246965
305	0.09858444442
306	0.09855602348
307	0.09849992062
308	0.09848728706
309	0.09845194927
310	0.09840052658
311	0.09838139846
312	0.09836208019
313	0.09834009256
314	0.0983301653
315	0.09830931916
316	0.098280309
317	0.09826056925
318	0.09824440108
319	0.09823380145
320	0.09821490523
321	0.09817227261
322	0.09814348221
323	0.09811633527
324	0.09807848729
325	0.09805380867
326	0.09802101011
327	0.09800526157
328	0.09798498551
329	0.0979252921
330	0.09790679509
331	0.09789458045
332	0.0978737341
333	0.09779185052
334	0.09777119997
335	0.09774860885
336	0.09773466014
337	0.09771812011
338	0.09769338254
339	0.09767044231
340	0.09763378196
341	0.09757700174
342	0.09755357471
343	0.09753826852
344	0.09751037593
345	0.09749194101
346	0.09745340074
347	0.09744375385
348	0.09741561633
349	0.09736382018
350	0.09733920072
351	0.09731898222
352	0.097284672
353	0.09726103918
354	0.09723976067
355	0.09721710422
356	0.09718800254
357	0.09714204792
358	0.09710701732
359	0.0970855156
360	0.09706784841
361	0.09705352191
362	0.09703419358
363	0.09697524629
364	0.0969616297
365	0.09693348995
366	0.09691245996
367	0.09682548936
368	0.09680997845
369	0.0967763789
370	0.09676263238
371	0.09675005589
372	0.0967363472
373	0.09671909938
374	0.09667074583
375	0.09665566216
376	0.09663544589
377	0.09660026513
378	0.09657157675
379	0.09650719501
380	0.09649861465
381	0.09647715568
382	0.09645294699
383	0.09643913508
384	0.09642017146
385	0.09639787734
386	0.09638437013
387	0.09637028889
388	0.09635422636
389	0.09634267639
390	0.09631469851
391	0.09624445687
392	0.09618297478
393	0.09616305621
394	0.09613000528
395	0.09605873539
396	0.09603617043
397	0.09601426913
398	0.09599616339
399	0.09597073965
400	0.09593835622
401	0.09592651946
402	0.09584322316
403	0.09581755829
404	0.09579474291
405	0.09578108844
406	0.09573232888
407	0.09570849421
408	0.09569401799
409	0.09568558666
410	0.09565698672
411	0.09564529566
412	0.09560787806
413	0.09559606326
414	0.09558076497
415	0.09555446189
416	0.09553012525
417	0.09550813198
418	0.0954931672
419	0.09548184515
420	0.09546499821
421	0.09543035822
422	0.09541436261
423	0.0953979411
424	0.09538598435
425	0.0953654913
426	0.09534858996
427	0.09529977542
428	0.09529276354
429	0.09527133765
430	0.09523004129
431	0.09521669955
432	0.09516948842
433	0.09515449558
434	0.09511285448
435	0.09507128612
436	0.09505542274
437	0.09504465958
438	0.09502151771
439	0.09496518265
440	0.09494040398
441	0.09490446968
442	0.09489262451
443	0.09487787814
444	0.09482593008
445	0.09479313539
446	0.09476887427
447	0.09475718136
448	0.09474379404
449	0.09473480434
450	0.09472182675
451	0.09470838688
452	0.09470177616
453	0.09464093074
454	0.09462098725
455	0.09460799265
456	0.09459453023
457	0.09458027523
458	0.09456710832
459	0.09455384284
460	0.09453781682
461	0.09451897358
462	0.09449868979
463	0.09448137477
464	0.09447271832
465	0.09446441033
466	0.09445004075
467	0.09444086383
468	0.09442302251
469	0.09441523194
470	0.09436585166
471	0.09434953636
472	0.09433260257
473	0.09431926242
474	0.0942956137
475	0.09428237739
476	0.09421967504
477	0.0942108271
478	0.09418954881
479	0.09416796695
480	0.09412847555
481	0.0941215591
482	0.094110322
483	0.09408903346
484	0.09408367217
485	0.09404577712
486	0.09402126566
487	0.0939927706
488	0.0939816226
489	0.09396591677
490	0.09394715905
491	0.09393096639
492	0.09391338912
493	0.09389780244
494	0.09387416326
495	0.09386569955
496	0.09386129251
497	0.09385010406
498	0.09381896263
499	0.09374034858
500	0.09367604197
501	0.09366030207
502	0.09364416934
503	0.09358034198
504	0.09354471255
505	0.0935390979
506	0.0935057599
507	0.09348873795
508	0.09348099564
509	0.09346412909
510	0.09344718728
511	0.09343282828
512	0.09342023727
513	0.0933680385
514	0.0933527754
515	0.09334531619
516	0.09331144441
517	0.09328908141
518	0.09326858773
519	0.09325471738
520	0.09323821251
521	0.09322890231
522	0.09321247544
523	0.09320307979
524	0.09319793471
525	0.09318781541
526	0.09316940584
527	0.09310758291
528	0.09310076343
529	0.0930841226
530	0.09306511059
531	0.09303943827
532	0.09303133708
533	0.09302481865
534	0.09300371337
535	0.09299586932
536	0.09298601446
537	0.09297445252
538	0.09295579105
539	0.09294259373
540	0.09293244218
541	0.09290615385
542	0.09289567464
543	0.09288724309
544	0.09287856005
545	0.0928430867
546	0.09282439624
547	0.0928106235
548	0.09279747404
549	0.09278007289
550	0.09276373997
551	0.09274461575
552	0.09272949991
553	0.09271834714
554	0.09269814853
555	0.09268480807
556	0.09266772901
557	0.09265627092
558	0.09263864318
559	0.09262555026
560	0.09257455362
561	0.09256960473
562	0.0925545734
563	0.09253761758
564	0.09251423398
565	0.09250411719
566	0.09248710743
567	0.09246704201
568	0.0924562333
569	0.09244792307
570	0.0924141549
571	0.09236902379
572	0.09235778753
573	0.09235220217
574	0.09234195511
575	0.09233260463
576	0.09229980318
577	0.0922663898
578	0.09221337305
579	0.09218444289
580	0.09217418355
581	0.09216228205
582	0.09213227935
583	0.09212156742
584	0.09208929957
585	0.09207374015
586	0.09206243842
587	0.09204399453
588	0.09203349794
589	0.09202381777
590	0.0920151367
591	0.09199142547
592	0.09197317229
593	0.09195172609
594	0.0919354233
595	0.09192286031
596	0.09191369065
597	0.09189971996
598	0.09188574939
599	0.09187903615
600	0.09183201667
601	0.09178049012
602	0.09176928782
603	0.09176116689
604	0.09175080798
605	0.09172293288
606	0.09171639224
607	0.09169985955
608	0.09168707789
609	0.09167894275
610	0.09167296032
611	0.0916608938
612	0.09165199316
613	0.09162678134
614	0.09161133003
615	0.09159948167
616	0.0915888542
617	0.09158120635
618	0.09156154568
619	0.09151841458
620	0.09146728836
621	0.09143528497
622	0.09142726577
623	0.09141579926
624	0.09140714762
625	0.09140085799
626	0.09138925383
627	0.09138418633
628	0.09137211238
629	0.09136286765
630	0.09134765467
631	0.09132924781
632	0.09131023059
633	0.0912917265
634	0.09127092584
635	0.09126392958
636	0.09122679478
637	0.09121204343
638	0.09119752276
639	0.09118259939
640	0.09116766037
641	0.09115540887
642	0.09113624708
643	0.09112902119
644	0.0911206182
645	0.09110866156
646	0.09107197134
647	0.09106387343
648	0.09105189087
649	0.09103538201
650	0.09102678668
651	0.09101642895
652	0.09100921632
653	0.09100122527
654	0.09098164148
655	0.09097553615
656	0.09096714814
657	0.09095858939
658	0.0909488583
659	0.09093257604
660	0.09092110543
661	0.09090496759
662	0.09089050485
663	0.09088203243
664	0.09086420332
665	0.09085504871
666	0.090842275
667	0.09083258801
668	0.09080966718
669	0.09080329019
670	0.09077829684
671	0.09076752467
672	0.09075049779
673	0.09071328299
674	0.09069881995
675	0.09069078117
676	0.09067858638
677	0.09065548368
678	0.09064558795
679	0.09063087663
680	0.09061180389
681	0.09060679139
682	0.09059469924
683	0.09058707606
684	0.09057967191
685	0.09056632973
686	0.09056020297
687	0.09055467656
688	0.09054526419
689	0.09051615189
690	0.09049453962
691	0.09047605296
692	0.09045642788
693	0.09044376923
694	0.09042915263
695	0.09039838364
696	0.0903891673
697	0.09037724712
698	0.09036543684
699	0.09035260109
700	0.09034516193
701	0.09031387994
702	0.09030363267
703	0.09029539518
704	0.09027979326
705	0.09027109541
706	0.09025933489
707	0.09025269594
708	0.09024329307
709	0.09023033521
710	0.09022129786
711	0.09020335213
712	0.09019514203
713	0.09018422629
714	0.09015091957
715	0.09014805954
716	0.09010407658
717	0.09006991684
718	0.09005560308
719	0.09004666345
720	0.09003497686
721	0.09001378987
722	0.09000643714
723	0.08999451044
724	0.08998538903
725	0.08997239373
726	0.08995185976
727	0.08994413533
728	0.08993251983
729	0.0899234874
730	0.08991678021
731	0.08990927587
732	0.08990286206
733	0.0898936376
734	0.08987695148
735	0.08986817608
736	0.08985391967
737	0.08984553302
738	0.08982309368
739	0.08981560186
740	0.08980969423
741	0.08979769859
742	0.08977784076
743	0.08976560562
744	0.08975706366
745	0.08975017065
746	0.08972823641
747	0.08971521876
748	0.08969226987
749	0.08967311494
750	0.08966543245
751	0.08965870036
752	0.08964086208
753	0.08963487062
754	0.08962206542
755	0.08959259419
756	0.08958146589
757	0.08957129475
758	0.08956718668
759	0.08955545149
760	0.08954566898
761	0.08954039059
762	0.08952287894
763	0.08951803516
764	0.08950271042
765	0.08948756692
766	0.08947938525
767	0.08946532121
768	0.08944836899
769	0.08943407836
770	0.08942501362
771	0.08941724977
772	0.08940888047
773	0.08937783789
774	0.08936896146
775	0.08936186847
776	0.0893561122
777	0.08934741926
778	0.08933624323
779	0.08933278379
780	0.08932033975
781	0.08931255295
782	0.08929640382
783	0.08928153531
784	0.0892685597
785	0.08924196538
786	0.08923298318
787	0.08918881743
788	0.08916750237
789	0.08915429897
790	0.08914650988
791	0.08913847529
792	0.08912727544
793	0.08911641157
794	0.08910579518
795	0.08909798476
796	0.08909178907
797	0.0890866921
798	0.08907392819
799	0.08906469923
800	0.08905606301
801	0.0890374865
802	0.08902139315
803	0.08899943595
804	0.08898958019
805	0.08898016308
806	0.0889721394
807	0.08895989523
808	0.08895174975
809	0.08893543525
810	0.08891075699
811	0.08890376341
812	0.08889273276
813	0.08887717719
814	0.08886972714
815	0.08886155971
816	0.08884953896
817	0.08883971146
818	0.08883606474
819	0.08883142576
820	0.08882257225
821	0.08879733511
822	0.0887865459
823	0.0887731584
824	0.08876666555
825	0.08874951103
826	0.08873832686
827	0.08872644306
828	0.08870992152
829	0.08870231827
830	0.08869213218
831	0.0886835715
832	0.08867868158
833	0.0886619808
834	0.08865301219
835	0.08864240757
836	0.08863769672
837	0.08862366566
838	0.08861581282
839	0.08860508757
840	0.08859855127
841	0.08859170953
842	0.08858180835
843	0.0885749014
844	0.08856712924
845	0.08855955952
846	0.08853752159
847	0.08852170931
848	0.08849759077
849	0.088485257
850	0.08847949668
851	0.08846625866
852	0.08845374794
853	0.08844338573
854	0.08843044148
855	0.08842510184
856	0.08842044355
857	0.08841159299
858	0.08839355126
859	0.08838568902
860	0.08836133096
861	0.08834580222
862	0.08833532823
863	0.08832971006
864	0.08829537216
865	0.08825175553
866	0.08822693559
867	0.08821874944
868	0.08821177546
869	0.08820198075
870	0.0881948919
871	0.08819008355
872	0.08818072435
873	0.08817287221
874	0.08814643314
875	0.08813632325
876	0.08811862159
877	0.0881053083
878	0.08809008575
879	0.08808069259
880	0.08806169126
881	0.08805066931
882	0.08804131884
883	0.08803023475
884	0.08802604552
885	0.08801606765
886	0.08800628077
887	0.08799165614
888	0.08798257289
889	0.08797173269
890	0.08796443744
891	0.08795223175
892	0.08793935515
893	0.08793153207
894	0.08791205996
895	0.08790277082
896	0.08789531118
897	0.0878829551
898	0.08787733482
899	0.08786736287
900	0.08785226061
901	0.08782237701
902	0.08780495483
903	0.08779684055
904	0.08778775248
905	0.08778236937
906	0.08777258958
907	0.0877678219
908	0.08776001015
909	0.08774579905
910	0.08774169835
911	0.0877298056
912	0.0877214319
913	0.08768831737
914	0.0876776095
915	0.08764266816
916	0.08763703586
917	0.08762966649
918	0.08761763364
919	0.08760901825
920	0.08760457447
921	0.08759202498
922	0.08758336747
923	0.0875743255
924	0.08756511194
925	0.08755504891
926	0.08754997421
927	0.08752467388
928	0.08751281504
929	0.08750549025
930	0.08749384063
931	0.08748365585
932	0.08746572656
933	0.08745881731
934	0.08744847703
935	0.08743546025
936	0.08742834365
937	0.08740970134
938	0.08739117546
939	0.08738680135
940	0.08737120636
941	0.08736122783
942	0.08735607431
943	0.08735072164
944	0.08734309936
945	0.08733452213
946	0.08732269259
947	0.08730719145
948	0.08728664038
949	0.08727865405
950	0.08727502943
951	0.0872683959
952	0.08725612164
953	0.08724277491
954	0.08723609683
955	0.08722637444
956	0.08721759697
957	0.08720101204
958	0.08719152868
959	0.08718409087
960	0.08717475953
961	0.08716207831
962	0.08714970084
963	0.08713740484
964	0.08713352651
965	0.08711880062
966	0.08710455307
967	0.08709489535
968	0.08707487203
969	0.08706636064
970	0.08706215012
971	0.08705080649
972	0.08704032936
973	0.08703414788
974	0.08702804065
975	0.08702469451
976	0.08701817756
977	0.08701246077
978	0.08700568849
979	0.08699563357
980	0.08696452683
981	0.08695999593
982	0.08695013182
983	0.08694336592
984	0.08693559673
985	0.08692655517
986	0.08691958963
987	0.08691376473
988	0.08690628275
989	0.08689109683
990	0.08688253505
991	0.08686116341
992	0.08684978647
993	0.0868424154
994	0.08683530567
995	0.08682696128
996	0.08681704029
997	0.08681136403
998	0.08679562274
999	0.08677993649
